Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,2297,Male,2,Manufacturing Director,Married,28180,1,13,1,10,2,10,8,6,Voluntary,Another instead but house six make citizen.
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,2298,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,7,7,7,Involuntary,Game reach not save individual.
50,No,Travel_Frequently,Research & Development,6,3,Medical,2299,Male,1,Manager,Single,23420,1,12,1,32,2,32,13,9,Unk,
34,No,Travel_Rarely,Sales,25,5,Marketing,2300,Female,1,Research Scientist,Married,41940,0,17,2,12,3,11,5,7,Retirement,Vote yard sign address lead knowledge front.
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2301,Female,1,Manufacturing Director,Married,106850,4,11,3,4,2,1,0,0,Resignation,Risk hundred social.
37,No,Travel_Rarely,Research & Development,2,2,Medical,2302,Male,1,Research Scientist,Married,20220,1,12,0,10,1,10,3,7,Involuntary,World area thus attention start.
29,No,Travel_Rarely,Research & Development,1,3,Medical,2303,Female,1,Manager,Married,23140,3,13,0,9,5,7,0,7,Unk,
33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,2304,Male,1,Research Scientist,Single,42560,1,13,3,5,1,5,0,2,Unk,
45,No,Travel_Rarely,Sales,3,3,Life Sciences,2305,Male,3,Laboratory Technician,Married,35800,4,20,1,8,1,5,0,3,Unk,
42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,2306,Male,2,Manufacturing Director,Married,31620,2,17,2,24,1,20,13,9,Retirement,Exactly fear as speech.
40,No,Travel_Rarely,Sales,10,1,Life Sciences,2307,Female,1,Manufacturing Director,Married,65240,0,13,1,9,2,8,7,1,Unk,
33,No,Travel_Rarely,Research & Development,9,3,Medical,2308,Female,2,Manufacturing Director,Married,28990,1,17,0,15,3,15,5,7,Unk,
40,No,Travel_Rarely,Sales,5,5,Life Sciences,2309,Male,1,Manufacturing Director,Single,52310,1,12,2,21,4,21,7,7,Unk,
24,No,Travel_Rarely,Sales,10,2,Marketing,2310,Male,1,Manufacturing Director,Divorced,23560,0,13,0,2,5,1,0,0,Unk,
40,No,Non-Travel,Research & Development,7,3,Medical,2311,Male,1,Research Scientist,Divorced,28000,3,12,2,8,0,2,2,2,Retirement,Music society money product next.
45,No,Travel_Rarely,Research & Development,4,3,Medical,2312,Female,3,Laboratory Technician,Divorced,118360,1,22,0,10,2,10,7,7,Involuntary,Member success us future a song every.
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,2313,Male,1,Healthcare Representative,Married,109030,0,11,0,6,3,5,4,2,Resignation,Idea why card study body commercial.
32,No,Travel_Rarely,Research & Development,22,4,Medical,2314,Male,1,Sales Executive,Married,29730,3,22,0,12,0,7,2,5,Unk,
36,No,Travel_Rarely,Sales,9,3,Marketing,2315,Female,4,Research Scientist,Single,142750,3,18,1,7,5,3,1,2,Resignation,Amount address then peace deep community own six.
48,No,Travel_Rarely,Research & Development,12,4,Medical,2316,Male,1,Laboratory Technician,Divorced,55620,8,13,1,18,2,8,7,7,Retirement,Thing stock near question mouth.
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,2317,Female,2,Healthcare Representative,Married,45370,6,18,1,5,5,1,0,0,Voluntary,Decade structure outside I world agent treat.
33,No,Travel_Rarely,Research & Development,9,1,Medical,2318,Male,1,Healthcare Representative,Married,76420,2,20,1,8,2,2,2,2,Unk,
30,Yes,Travel_Rarely,Research & Development,1,3,Other,2319,Male,3,Sales Executive,Married,179240,1,13,2,10,2,10,6,7,Unk,
38,No,Travel_Frequently,Sales,9,3,Marketing,2320,Male,1,Manufacturing Director,Married,52040,3,13,1,10,2,6,1,2,Involuntary,Art decade agreement bank.
35,No,Travel_Rarely,Sales,7,2,Life Sciences,2321,Male,1,Sales Executive,Single,22770,1,12,1,3,2,3,1,2,Voluntary,Few attorney all campaign town reflect behavior.
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,2322,Male,5,Research Director,Married,27950,3,13,0,9,4,4,1,3,Unk,
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,2323,Female,1,Research Scientist,Divorced,25320,1,13,0,1,2,1,0,0,Retirement,He PM simply interesting.
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,2324,Male,2,Manager,Married,25590,0,25,0,34,2,33,1,9,Unk,
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,2325,Female,3,Sales Executive,Married,49080,4,19,1,7,3,5,1,4,Retirement,Seek reason commercial method among back war.
32,No,Non-Travel,Research & Development,10,4,Life Sciences,2326,Female,5,Research Scientist,Married,23800,4,13,0,9,5,6,1,2,Involuntary,Finish something start activity full professor.
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,2327,Male,1,Sales Executive,Married,47650,8,12,1,10,4,8,7,6,Voluntary,Traditional stay important save box.
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2328,Male,2,Sales Executive,Single,20440,1,11,0,1,2,1,0,0,Unk,
55,No,Travel_Rarely,Research & Development,11,1,Medical,2329,Female,1,Laboratory Technician,Married,26930,1,18,0,36,6,36,2,13,Unk,
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2330,Male,2,Research Scientist,Married,65860,9,18,1,9,3,2,2,1,Unk,
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2331,Male,1,Research Director,Married,32940,1,11,0,1,6,1,0,0,Retirement,Class table south receive democratic.
38,No,Travel_Rarely,Sales,14,2,Marketing,2332,Female,1,Sales Executive,Married,41710,0,23,0,10,4,9,7,7,Involuntary,Difference require discuss.
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2333,Female,1,Manufacturing Director,Single,27780,2,13,0,8,5,3,1,2,Unk,
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,2334,Male,1,Research Scientist,Single,23770,6,13,2,15,3,1,0,0,Voluntary,Keep position nature most anything eat blue.
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2335,Male,1,Sales Representative,Single,24040,1,17,0,10,3,10,1,5,Resignation,Sport information for admit language mention.
35,No,Travel_Rarely,Sales,12,2,Life Sciences,2336,Female,2,Sales Executive,Single,23180,3,19,0,10,4,5,0,4,Resignation,Stock avoid company tend tell success.
39,No,Travel_Rarely,Sales,2,2,Medical,2337,Female,1,Sales Executive,Married,20080,2,12,0,11,3,7,7,6,Unk,
29,No,Travel_Frequently,Research & Development,5,1,Medical,2338,Female,1,Research Scientist,Divorced,62440,1,22,0,6,3,6,1,3,Involuntary,President clearly teach recently care.
50,No,Travel_Rarely,Research & Development,4,2,Medical,2339,Female,1,Laboratory Technician,Married,27990,4,12,1,27,0,1,0,0,Unk,
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,2340,Female,3,Manager,Married,105520,2,11,0,4,2,2,2,2,Involuntary,Look area spend. Deal animal main interesting.
36,No,Travel_Frequently,Sales,21,3,Life Sciences,2341,Male,2,Human Resources,Married,23290,3,15,0,9,2,3,0,2,Unk,
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2342,Female,5,Manager,Single,40140,8,13,1,24,3,1,0,1,Unk,
35,No,Travel_Rarely,Sales,4,3,Medical,2343,Female,2,Laboratory Technician,Married,74030,1,12,1,10,4,10,6,8,Unk,
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,2344,Female,1,Manager,Married,22590,1,14,0,8,2,8,7,7,Unk,
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2345,Male,2,Laboratory Technician,Married,69320,1,13,0,5,5,5,1,2,Retirement,Talk into between trip final.
43,No,Travel_Rarely,Research & Development,1,1,Other,2346,Male,1,Manager,Divorced,46780,5,25,1,8,0,6,0,2,Unk,
35,No,Travel_Rarely,Sales,6,3,Marketing,2347,Female,3,Sales Representative,Married,135820,1,17,1,1,3,1,0,1,Unk,
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,2348,Male,1,Laboratory Technician,Single,23320,1,11,0,27,2,26,0,12,Unk,
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,2349,Female,2,Laboratory Technician,Married,24130,1,16,1,1,2,1,0,0,Unk,
22,No,Non-Travel,Sales,17,2,Marketing,2350,Male,3,Sales Executive,Married,97050,1,18,2,4,3,4,1,3,Unk,
50,No,Travel_Frequently,Research & Development,3,3,Other,2351,Male,2,Research Scientist,Married,42940,2,20,0,32,2,30,12,13,Voluntary,Vote growth sound wide art.
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,2352,Male,3,Research Scientist,Married,47210,3,14,1,6,3,3,0,2,Unk,
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,2353,Male,3,Manager,Divorced,25190,0,21,2,23,2,22,1,10,Resignation,Exist how dog information accept around PM.
30,No,Travel_Rarely,Research & Development,4,3,Medical,2354,Female,1,Research Director,Married,21210,1,13,1,6,2,6,1,1,Retirement,Chance ever laugh sign indicate.
45,No,Travel_Rarely,Sales,29,2,Technical Degree,2355,Female,2,Research Scientist,Single,29730,1,12,0,10,2,10,1,4,Retirement,Indicate less quality put listen nation.
45,No,Non-Travel,Sales,2,4,Life Sciences,2356,Male,2,Manufacturing Director,Married,58550,1,14,1,10,3,10,4,5,Unk,
31,No,Travel_Frequently,Research & Development,7,3,Medical,2357,Male,2,Research Scientist,Single,36170,7,21,1,10,5,5,0,3,Resignation,Like open news car seem garden people.
36,No,Travel_Rarely,Research & Development,18,1,Medical,2358,Male,2,Manufacturing Director,Married,67250,9,17,1,7,3,3,1,1,Involuntary,Base item do role debate perform.
34,No,Travel_Frequently,Sales,28,4,Marketing,2359,Male,5,Manufacturing Director,Divorced,103250,1,11,1,9,3,9,7,2,Unk,
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2360,Male,3,Healthcare Representative,Married,69490,1,14,1,10,2,9,1,4,Unk,
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,2361,Male,3,Research Scientist,Married,106090,2,17,1,10,2,7,7,7,Unk,
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2362,Male,4,Research Scientist,Divorced,44470,1,13,0,7,4,7,0,7,Involuntary,Program deal run.
35,No,Travel_Rarely,Research & Development,2,3,Medical,2363,Female,2,Sales Executive,Married,21570,1,25,0,16,1,16,1,10,Retirement,Great parent relate growth summer.
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,2364,Male,3,Manufacturing Director,Divorced,46010,0,15,2,6,2,5,0,0,Involuntary,Above fight animal support beautiful.
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,2365,Female,1,Laboratory Technician,Single,170990,1,14,1,3,2,2,2,2,Involuntary,Better design cause yet history decide.
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,2366,Male,1,Research Director,Single,24790,NA,12,1,0,2,0,0,0,Unk,
47,No,Travel_Rarely,Research & Development,25,4,Medical,2367,Male,2,Research Scientist,Married,148520,3,19,3,27,3,5,1,0,Unk,
39,No,Travel_Rarely,Sales,2,4,Life Sciences,2368,Male,1,Laboratory Technician,Divorced,72640,0,17,0,NA,5,10,0,7,Unk,
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,2369,Male,1,Laboratory Technician,Married,56660,1,14,1,18,2,18,14,12,Voluntary,Defense pressure according more mind bed number.
35,No,Non-Travel,Research & Development,29,3,Medical,2370,Female,2,Sales Executive,Married,78230,1,13,1,15,3,14,2,9,Voluntary,Risk management money field.
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,2371,Male,1,Laboratory Technician,Married,78800,3,12,1,9,2,4,0,2,Unk,
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,2372,Female,2,Manager,Single,131940,0,11,0,10,2,9,3,8,Unk,
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2373,Female,2,Laboratory Technician,Divorced,50670,1,11,2,10,3,10,3,9,Resignation,Opportunity upon apply and world.
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2374,Female,3,Sales Executive,Married,50790,3,11,0,10,3,5,0,2,Unk,
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2375,Male,3,Healthcare Representative,Married,23210,9,12,1,15,0,13,6,0,Unk,
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2376,Female,2,Healthcare Representative,Married,174440,1,14,0,8,4,8,7,7,Unk,
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,2377,Female,2,Healthcare Representative,Single,24040,6,17,0,18,2,4,3,3,Unk,
44,No,Travel_Frequently,Sales,2,2,Marketing,2378,Male,1,Laboratory Technician,Married,34520,4,11,1,14,2,10,0,2,Unk,
48,No,Travel_Frequently,Sales,10,4,Marketing,2379,Female,3,Manager,Married,22700,2,14,3,23,2,2,2,2,Unk,
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,2380,Male,2,Manager,Divorced,173990,6,12,0,7,3,2,2,2,Unk,
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,2381,Male,2,Research Scientist,Single,54880,1,22,1,6,6,6,1,3,Involuntary,Standard stuff girl site.
27,No,Travel_Rarely,Sales,10,4,Life Sciences,2382,Male,3,Sales Executive,Married,194190,7,14,1,5,2,3,0,2,Unk,
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2383,Male,1,Research Scientist,Single,28110,2,20,0,6,3,4,1,2,Unk,
40,Yes,Travel_Rarely,Sales,16,4,Marketing,2384,Male,1,Research Director,Single,36330,3,16,2,10,0,4,0,3,Resignation,Less boy reflect quickly health respond million.
29,No,Travel_Rarely,Research & Development,20,1,Medical,2385,Female,2,Manager,Single,41630,9,15,1,8,4,5,1,4,Voluntary,Material owner together travel so conference.
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,2386,Female,3,Sales Executive,Married,21320,4,20,0,9,1,3,0,2,Resignation,Now should knowledge the turn toward natural.
25,No,Travel_Frequently,Sales,5,1,Marketing,2387,Male,4,Manufacturing Director,Divorced,139730,1,14,0,7,3,7,0,7,Unk,
39,No,Travel_Rarely,Sales,10,3,Marketing,2388,Female,2,Research Director,Married,26840,4,12,0,7,2,5,1,0,Unk,
49,No,Travel_Rarely,Sales,4,2,Life Sciences,2389,Male,2,Research Director,Married,108450,3,24,0,27,4,4,1,2,Unk,
50,No,Travel_Rarely,Research & Development,2,2,Medical,2390,Male,3,Sales Executive,Divorced,43770,5,12,1,19,2,14,1,11,Unk,
20,No,Travel_Rarely,Research & Development,18,4,Medical,2391,Female,2,Sales Executive,Single,37430,1,13,1,2,2,2,2,2,Unk,
34,No,Travel_Rarely,Research & Development,10,3,Medical,2392,Male,3,Laboratory Technician,Divorced,41480,1,11,0,11,3,11,7,9,Involuntary,Traditional force look heart talk plan.
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2393,Female,2,Healthcare Representative,Single,10510,2,14,0,15,2,4,1,3,Unk,
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,2394,Female,2,Research Scientist,Married,107390,2,11,3,30,3,15,2,12,Unk,
36,No,Non-Travel,Research & Development,8,4,Life Sciences,2395,Male,4,Laboratory Technician,Married,103880,0,14,0,4,2,3,1,2,Retirement,Medical painting rich whole here.
36,No,Travel_Rarely,Research & Development,2,2,Medical,2396,Female,2,Healthcare Representative,Divorced,114160,6,16,0,13,2,5,0,4,Unk,
54,No,Travel_Rarely,Sales,24,3,Marketing,2397,Male,1,Laboratory Technician,Married,26000,3,14,0,36,5,10,4,7,Unk,
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2398,Female,1,Research Scientist,Married,24220,1,11,1,14,2,14,6,11,Unk,
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,2399,Male,1,Research Director,Single,54720,3,11,1,13,3,11,6,7,Unk,
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,2400,Male,2,Research Scientist,Married,24510,7,12,1,19,3,13,2,9,Involuntary,Prepare simply play edge.
29,No,Travel_Rarely,Research & Development,1,2,Medical,2401,Male,2,Sales Representative,Divorced,42400,1,14,0,10,2,10,0,9,Involuntary,Decision fill total.
33,No,Travel_Rarely,Research & Development,7,3,Medical,2402,Male,5,Sales Executive,Divorced,109990,1,18,3,6,3,6,0,4,Retirement,Camera parent choose add edge product keep.
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,2403,Male,5,Research Scientist,Divorced,50030,0,13,0,10,5,9,1,6,Unk,
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,2404,Female,2,Sales Executive,Married,127420,1,11,0,10,4,10,0,2,Resignation,Big author those five today.
49,No,Travel_Rarely,Research & Development,2,4,Medical,2405,Male,1,Laboratory Technician,Divorced,42270,4,18,0,17,3,2,2,2,Unk,
38,No,Travel_Frequently,Sales,29,2,Medical,2406,Female,1,Sales Executive,Single,39170,1,15,3,4,2,4,3,3,Unk,
47,No,Travel_Rarely,Research & Development,1,4,Medical,2407,Male,3,Laboratory Technician,Divorced,183030,6,22,1,29,2,3,1,2,Unk,
49,No,Travel_Rarely,Research & Development,21,3,Medical,2408,Male,2,Manufacturing Director,Single,23800,4,13,0,23,3,8,0,0,Involuntary,Be minute last meet former. Rich her account top.
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,2409,Female,4,Manager,Single,137260,3,12,0,21,6,2,0,2,Resignation,Need either go.
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2410,Male,1,Sales Representative,Single,47770,1,18,1,2,3,2,0,2,Unk,
33,No,Non-Travel,Research & Development,18,2,Medical,2411,Female,2,Healthcare Representative,Divorced,63850,1,13,0,7,6,6,1,2,Involuntary,Administration field require.
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,2412,Male,3,Sales Executive,Married,199730,6,12,0,10,2,3,0,2,Voluntary,Bag physical goal will way against either.
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,2413,Female,3,Healthcare Representative,Divorced,68610,4,12,0,8,2,2,2,2,Voluntary,Information step name three choose.
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,2414,Female,3,Laboratory Technician,Single,49690,1,12,0,5,3,5,1,2,Voluntary,From continue left eye.
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,2415,Male,1,Sales Executive,Married,198450,7,11,1,7,3,0,0,0,Unk,
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,2416,Male,4,Research Director,Married,133200,3,11,0,11,2,4,1,2,Voluntary,Region easy at much couple week on.
48,Yes,Travel_Frequently,Sales,10,2,Marketing,2417,Male,1,Healthcare Representative,Married,63470,2,12,1,19,3,9,7,7,Unk,
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2418,Male,2,Research Scientist,Single,27430,1,19,1,1,2,1,0,0,Retirement,Process firm life from final medical.
26,No,Non-Travel,Research & Development,18,2,Medical,2419,Male,1,Human Resources,Single,108800,1,23,1,7,5,7,5,7,Unk,
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,2420,Male,5,Laboratory Technician,Divorced,23420,5,11,2,8,2,4,1,2,Resignation,Million the fire begin truth language.
34,No,Travel_Rarely,Sales,28,3,Life Sciences,2421,Female,2,Research Scientist,Married,176500,1,19,1,15,6,15,4,13,Involuntary,Oil at Mr hotel. Same recently leg officer.
60,No,Travel_Rarely,Sales,17,4,Medical,2422,Male,1,Manager,Divorced,40250,3,13,1,19,5,1,0,0,Involuntary,Perhaps system its answer small.
33,No,Travel_Rarely,Sales,3,3,Life Sciences,2423,Male,3,Manager,Married,97250,1,11,0,14,0,14,2,13,Unk,
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,2424,Male,1,Laboratory Technician,Divorced,119040,1,12,1,6,4,6,1,3,Retirement,Stand until high true effort kid.
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,2425,Male,1,Healthcare Representative,Married,21770,1,13,0,10,5,10,8,7,Unk,
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,2426,Male,2,Research Scientist,Divorced,75250,1,14,2,3,2,3,0,2,Unk,
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,2427,Male,1,Research Scientist,Married,48340,1,14,0,9,1,8,6,7,Voluntary,Population let responsibility.
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,2428,Male,3,Sales Executive,Single,20420,0,16,0,6,2,5,1,4,Resignation,Serious ball together lot body tonight artist.
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,2429,Male,2,Sales Executive,Married,22200,1,11,0,10,2,10,8,8,Unk,
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2430,Male,3,Sales Executive,Married,10520,1,13,0,5,3,5,0,4,Unk,
41,No,Travel_Rarely,Sales,6,4,Marketing,2431,Male,1,Research Scientist,Single,28210,1,17,0,10,3,10,8,7,Involuntary,Create research source close.
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2432,Male,2,Research Scientist,Married,192370,9,11,1,9,2,5,1,2,Retirement,According foot decade argue poor hair.
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,2433,Female,3,Research Scientist,Single,41070,3,11,1,17,2,13,6,7,Unk,
45,No,Non-Travel,Sales,2,3,Life Sciences,2434,Female,2,Manufacturing Director,Married,83960,3,15,2,25,3,23,14,4,Voluntary,Look dark travel herself election college what.
24,Yes,Travel_Rarely,Sales,6,2,Medical,2435,Female,2,Manager,Married,20070,1,12,0,1,2,1,0,0,Unk,
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,2436,Female,2,Sales Executive,Married,196270,7,11,2,25,1,23,14,10,Voluntary,Explain threat effort exist send sort dog.
26,No,Travel_Rarely,Research & Development,9,1,Medical,2437,Male,1,Sales Executive,Married,106860,1,14,1,3,2,3,0,2,Unk,
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2438,Male,1,Research Director,Single,29420,1,22,1,21,4,21,8,6,Unk,
32,No,Travel_Frequently,Sales,1,1,Marketing,2439,Male,2,Laboratory Technician,Married,88580,6,16,1,10,2,5,1,3,Voluntary,This fly moment arm realize weight partner.
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2440,Male,1,Sales Executive,Married,167560,1,11,2,6,5,5,0,3,Unk,
41,No,Non-Travel,Sales,2,2,Medical,2441,Male,2,Research Scientist,Married,107980,6,14,2,10,5,3,1,2,Unk,
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,2442,Male,1,Healthcare Representative,Married,23230,2,16,1,18,2,1,0,0,Unk,
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2443,Female,1,Research Scientist,Divorced,14160,1,15,1,6,3,6,1,2,Unk,
46,No,Travel_Rarely,Research & Development,6,3,Medical,2444,Male,4,Sales Executive,Single,46150,6,12,0,19,3,10,0,9,Retirement,Professor anyone example never.
35,No,Travel_Rarely,Sales,8,4,Life Sciences,2445,Male,1,Laboratory Technician,Married,24610,2,20,1,17,4,7,0,7,Resignation,Nothing it prepare imagine big.
30,No,Travel_Rarely,Sales,9,4,Marketing,2446,Male,1,Laboratory Technician,Married,87220,1,17,1,10,3,10,0,8,Voluntary,Certain nation hot sense enjoy.
47,No,Non-Travel,Research & Development,3,2,Life Sciences,2447,Female,2,Sales Executive,Married,39550,7,12,1,4,5,1,0,0,Unk,
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,2448,Female,3,Sales Executive,Divorced,99570,4,20,0,13,1,10,0,3,Unk,
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,2449,Male,2,Manufacturing Director,Divorced,33760,5,20,0,16,3,2,2,2,Involuntary,Keep many else little argue full the.
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,2450,Female,2,Research Director,Single,88230,6,13,2,10,3,0,0,0,Unk,
23,No,Travel_Rarely,Sales,6,4,Life Sciences,2451,Male,3,Manufacturing Director,Single,103220,1,14,2,3,2,3,1,2,Resignation,Food fire property exist southern audience.
31,No,Travel_Frequently,Sales,3,3,Marketing,2452,Male,2,Sales Executive,Single,46210,2,18,1,9,3,5,1,4,Resignation,Back worker why young worry human.
39,No,Non-Travel,Research & Development,3,3,Life Sciences,2453,Female,2,Manufacturing Director,Married,109760,1,11,0,9,3,9,5,8,Unk,
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,2454,Male,1,Research Scientist,Married,36600,3,11,2,10,0,4,0,2,Retirement,Produce seek result he political alone form.
40,No,Travel_Rarely,Sales,6,3,Life Sciences,2455,Male,3,Manufacturing Director,Single,104820,1,11,1,21,6,21,12,8,Unk,
45,No,Travel_Rarely,Research & Development,19,4,Medical,2456,Male,1,Sales Representative,Married,71190,4,15,0,9,2,5,0,3,Retirement,Since step style stage sound it.
30,No,Travel_Frequently,Sales,9,3,Life Sciences,2457,Male,1,Research Director,Single,95820,0,12,1,10,2,9,0,7,Unk,
24,No,Travel_Frequently,Sales,3,4,Marketing,2458,Male,1,Sales Executive,Married,45080,0,11,1,3,5,2,2,1,Unk,
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,2459,Female,1,Human Resources,Divorced,22070,6,14,0,6,4,4,1,2,Voluntary,Partner fact hand bag management woman.
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,2460,Male,3,Laboratory Technician,Married,77560,1,15,2,6,3,5,0,2,Unk,
27,No,Travel_Rarely,Sales,3,3,Life Sciences,2461,Male,1,Manager,Single,66940,1,13,1,6,2,6,1,4,Voluntary,Kind thank nothing say cold stop bill science.
29,Yes,Travel_Rarely,Sales,4,3,Marketing,2462,Male,5,Research Scientist,Single,36910,1,13,0,2,3,2,2,2,Retirement,Stock usually public summer expert.
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,2463,Female,1,Sales Executive,Single,23770,8,21,1,10,2,3,0,2,Resignation,Such minute might federal college.
30,No,Travel_Rarely,Sales,7,3,Life Sciences,2464,Male,3,Sales Executive,Divorced,23130,2,11,0,12,5,7,1,7,Unk,
34,No,Travel_Rarely,Research & Development,1,2,Medical,2465,Female,2,Healthcare Representative,Married,176650,0,11,0,6,5,5,1,2,Resignation,House gun series live environmental.
33,No,Non-Travel,Research & Development,2,4,Medical,2466,Male,1,Sales Representative,Single,25960,8,14,1,13,4,11,1,7,Resignation,Sure truth clear father experience can.
49,No,Travel_Rarely,Sales,3,4,Marketing,2467,Male,1,Sales Executive,Single,47280,3,11,1,8,4,5,0,4,Unk,
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,2468,Male,1,Sales Executive,Single,43020,2,13,0,11,3,0,0,0,Unk,
38,No,Travel_Frequently,Research & Development,28,3,Medical,2469,Male,1,Healthcare Representative,Married,29790,4,12,1,9,3,6,0,5,Voluntary,Baby growth reality western director.
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,2470,Male,2,Laboratory Technician,Married,168850,2,14,2,10,2,1,0,0,Unk,
29,No,Travel_Rarely,Research & Development,3,4,Other,2471,Female,2,Sales Representative,Divorced,55930,1,13,1,1,3,1,0,0,Voluntary,Theory war statement international anyone.
30,No,Travel_Rarely,Research & Development,2,1,Medical,2472,Male,1,Sales Representative,Married,104450,3,18,1,10,3,7,1,7,Unk,
32,No,Non-Travel,Research & Development,10,4,Life Sciences,2473,Female,1,Laboratory Technician,Single,87400,2,11,1,12,2,7,0,7,Resignation,May evidence race million response need I.
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,2474,Female,1,Manufacturing Director,Married,25140,3,11,0,15,2,1,1,0,Resignation,Bar poor finish culture movie despite.
43,Yes,Travel_Frequently,Research & Development,1,4,Other,2475,Male,3,Sales Executive,Married,76550,9,12,1,6,3,1,0,0,Involuntary,Although allow describe school meet argue office.
